ovepg
0
0
0
0
60
0
0
312
0
0
0
0
0
0
0
0
258
414
0
144
0
0
0
3186
0
0
0
0
0
0
0
0
282
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
48
0
0
0
42
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
108
0
0
0
0
0
0
228
36
0
0
0
0
0
138
0
0
0
6
1278
0
0
0
0
0
120
0
0
0
0
0
0
0
0
0
0
102
0
0
174
0
0
0
0
0
0
0
0
0
0
0
0
24
102
0
0
0
0
0
0
0
150
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
0
0
0
0
0
0
0
0
0
0
0
0
0
54
0
0
702
0
0
0
0
0
0
108
0
18
0
0
0
0
0
0
0
0
126
0
0
54
0
0
0
0
0
0
0
0
0
168
0
240
0
0
0
0
0
0
0
0
0
108
0
0
0
0
0
0
162
2910
0
0
0
0
24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
126
0
0
0
90
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
66
0
30
0
120
0
0
0
12
0
0
0
0
0
0
0
18
0
0
0
0
0
0
0
NA
0
54
0
0
0
0
0
162
0
0
0
0
0
0
0
0
120
24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
42
0
0
0
0
0
0
48
0
0
0
0
156
0
0
0
0
0
NA
72
0
0
0
0
0
0
0
0
0
6306
42
204
0
0
0
0
0
0
0
0
0
0
1656
72
0
0
174
0
0
0
1344
0
2658
0
84
54
0
0
0
30
0
0
150
0
0
0
0
138
24
108
0
0
12
0
48
30
1698
0
0
0
0
0
0
0
180
240
0
0
66
0
90
24
0
0
210
102
7032
0
0
0
24
24
0
0
0
306
606
252
12
0
11214
6
48
0
90
60
228
0
0
186
588
0
312
60
0
12
0
0
0
0
0
0
0
0
0
48
0
6
0
0
840
0
0
258
0
0
7068
30
0
2388
6006
0
0
0
102
30
84
0
234
0
0
0
0
0
0
0
0
78
38892
0
0
54
0
0
0
1872
462
24
6
0
318
0
0
0
90
6264
102
234
0
6
0
36
24
0
0
1422
0
0
0
18
0
1116
486
0
0
0
0
0
0
582
0
48
0
0
0
0
0
342
0
180
0
174
0
0
0
54
0
0
372
120
