ovepg
24
0
0
84
1176
0
48
216
12
0
0
0
372
132
300
0
1476
12
0
0
840
24
60
0
0
0
0
0
192
468
48
1416
696
156
0
0
60
588
912
2004
12
60
60
0
0
84
144
24
0
0
60
504
0
36
0
24
1896
0
0
0
540
13584
228
0
48
0
0
0
1872
0
372
0
0
0
0
96
1812
0
384
0
0
0
0
144
0
0
0
0
60
0
0
0
0
0
216
0
0
0
0
132
0
0
276
0
0
0
0
0
0
0
36
0
0
12
0
0
96
0
180
156
0
0
0
0
0
0
0
0
0
1956
0
0
60
0
0
0
108
1236
96
84
0
0
132
0
0
120
2664
0
132
0
24
0
0
36
0
0
0
5856
0
324
672
0
0
1368
0
204
0
0
2412
0
0
0
0
12
0
0
48
240
0
24
0
0
0
0
96
0
0
0
0
0
0
0
0
0
108
0
0
0
0
0
48
60
0
0
0
0
1164
48
0
0
0
324
0
72
36
0
0
0
0
0
0
0
60
0
0
12
0
24
108
0
0
0
0
0
0
0
0
0
0
0
60
120
0
0
0
0
36
60
0
24
0
24
324
1068
156
1512
144
408
0
0
0
2100
612
156
228
0
12
24
60
180
0
0
432
984
0
204
492
48
0
756
12
84
2112
0
2304
0
0
0
0
0
0
0
36
2916
348
456
1956
0
0
24
0
0
0
0
108
264
120
144
372
48
0
0
0
0
0
72
1812
3360
0
0
0
0
96
132
60
36
0
0
0
12
0
0
96
36
0
0
0
96
0
96
0
0
0
72
216
144
84
0
1332
0
0
0
0
0
24
384
0
12
168
12
0
108
0
0
0
2436
804
0
0
36
348
12
36
0
36
0
0
12
0
36
48
0
0
0
36
0
48
12
12
72
0
0
252
0
0
0
12
0
24
0
0
0
0
0
1056
12
0
72
0
0
48
0
0
0
0
0
0
24
0
12
36
0
0
0
0
0
0
0
0
0
0
744
0
12
0
0
0
0
144
180
0
0
0
0
0
132
0
0
0
12
24
0
60
0
204
180
48
0
0
252
144
48
0
12
48
0
48
504
0
0
4524
108
672
132
732
708
72
0
420
0
2808
744
240
0
12288
948
3360
468
0
0
0
84
0
0
48
84
0
1128
72
180
84
204
48
3564
456
60
0
1380
336
0
288
0
36
252
0
0
192
84
396
0
0
0
0
708
0
0
1380
15036
336
132
708
300
7416
0
9708
132
5292
10212
0
1368
1296
312
0
1920
108
1152
156
24
0
4764
504
2004
9960
2616
0
3216
636
1320
912
11208
1044
0
24
0
1656
564
2052
156
4464
888
0
108
444
0
12
12
0
2352
3804
1680
60
0
1176
144
7656
792
72
0
0
2340
228
132
0
72
3696
72
72
0
5784
96
3516
444
828
312
156
12168
0
0
624
552
2376
48
228
3468
2328
24
144
0
8892
1392
48
0
60
2808
444
0
0
0
192
84
0
804
2160
0
2220
0
228
12
0
24
612
60
0
0
24
600
816
168
0
0
5256
12312
6864
4620
0
8292
396
192
5700
1908
288
2916
2400
156
3372
6768
0
276
924
324
1908
3144
0
60
0
2016
108
24
36
912
0
1116
0
36
0
0
3636
9012
1152
0
732
288
672
468
36
0
84
0
0
23004
15504
12948
1836
14580
3624
732
300
660
3804
336
7620
27300
3120
156
0
0
24
0
0
1536
0
0
12
384
36
36
36
48
864
0
33372
47544
24
2964
1164
1956
60
636
492
168
0
1560
9780
744
204
468
180
120
240
216
0
300
3156
3192
1980
36
372
12
1464
372
4500
0
12
96
0
0
888
2208
60
240
696
1332
684
1056
552
1200
10140
0
516
288
0
0
12
12
1692
324
732
9276
120
120
1836
228
0
0
0
168
0
360
60
0
12
0
0
60
1524
372
84
0
1092
13344
336
36
516
48
7812
2172
3492
144
0
1824
4680
396
84
6624
10512
888
252
7560
2124
7524
1512
0
7836
3480
120
696
192
84
0
0
72
948
0
8112
9072
0
180
72
5592
264
1188
636
180
1224
96
13416
11616
25620
2388
12
228
240
72
696
1080
84
504
2100
1620
1272
1896
300
6036
24
0
192
708
612
756
864
2736
3276
960
60
168
0
1320
0
552
384
0
2484
0
132
96
5004
8604
936
36
3396
864
5484
1116
1920
1308
732
636
0
48
60
4740
756
0
0
84
444
24
348
0
0
324
0
0
96
1164
0
4632
336
360
60
0
7008
168
0
24
72
1596
720
2076
684
924
36
1476
1548
1632
1932
852
744
48
0
2484
672
1752
1716
48
0
11160
0
0
0
7776
120
24
0
564
312
3564
6888
480
22116
9084
17628
16560
240
0
384
4068
0
1068
348
0
0
1584
8712
3024
108
0
8184
24
3720
18840
0
9240
84
